Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
41,No,Travel_Rarely,334,Sales,2,4,Life Sciences,4,Male,88,3,4,Manager,2,Single,14.5,15896,1,Y,No,19,3,2,80,0,14.5,2,3,14.5,10.0,0.0,4
18,No,Travel_Rarely,812,Sales,10,3,Medical,4,Female,69,2,1,Sales Representative,3,Single,14.5,9724,1,Y,No,12,3,1,80,0,0.0,2,3,0.0,0.0,0.0,0
28,No,Travel_Rarely,1476,Research & Development,16,2,Medical,2,Male,68,4,2,Healthcare Representative,1,Single,14.5,4824,0,Y,No,19,3,3,80,0,9.0,2,3,8.0,3.0,0.0,7
31,No,Travel_Rarely,218,Sales,7,3,Technical Degree,2,Male,100,4,2,Sales Executive,4,Married,14.5,12241,4,Y,No,11,3,2,80,1,10.0,3,2,8.0,7.0,7.0,7
39,No,Travel_Rarely,1132,Research & Development,1,3,Medical,3,Male,48,4,3,Healthcare Representative,4,Divorced,14.5,10942,0,Y,No,17,3,1,80,3,14.5,5,2,14.5,10.0,3.0,7
36,No,Non-Travel,1105,Research & Development,24,4,Life Sciences,2,Female,47,3,2,Laboratory Technician,2,Married,14.5,6927,7,Y,No,15,3,3,80,1,11.0,3,3,9.0,8.0,0.0,8
32,No,Travel_Rarely,906,Sales,7,3,Life Sciences,4,Male,91,2,2,Sales Executive,3,Married,14.5,16985,1,Y,No,14,3,3,80,1,13.0,3,2,13.0,8.0,4.0,8
38,No,Travel_Rarely,849,Research & Development,25,2,Life Sciences,1,Female,81,2,3,Research Director,2,Married,14.5,26707,3,Y,No,17,3,3,80,1,14.5,2,3,10.0,8.0,0.0,1
58,No,Non-Travel,390,Research & Development,1,4,Life Sciences,4,Male,32,1,2,Healthcare Representative,3,Divorced,14.5,17056,2,Y,Yes,13,3,4,80,1,12.0,2,3,5.0,3.0,1.0,2
31,No,Travel_Rarely,691,Research & Development,5,4,Technical Degree,3,Male,86,3,1,Research Scientist,4,Married,14.5,10077,0,Y,Yes,12,3,3,80,1,6.0,4,3,5.0,2.0,0.0,3
31,No,Travel_Rarely,106,Human Resources,2,3,Human Resources,1,Male,62,2,2,Human Resources,1,Married,14.5,17822,3,Y,No,12,3,4,80,0,9.0,1,3,2.0,2.0,1.0,0
45,No,Travel_Frequently,1249,Research & Development,7,3,Life Sciences,1,Male,97,3,3,Laboratory Technician,1,Divorced,14.5,20308,1,Y,No,18,3,1,80,1,14.5,2,3,14.5,9.0,9.0,11
31,No,Travel_Rarely,192,Research & Development,2,4,Life Sciences,3,Male,32,3,1,Research Scientist,4,Divorced,14.5,7747,0,Y,Yes,18,3,2,80,1,3.0,2,1,2.0,2.0,2.0,2
33,No,Travel_Frequently,553,Research & Development,5,4,Life Sciences,4,Female,74,3,3,Manager,2,Married,14.5,23364,6,Y,No,11,3,2,80,2,12.0,2,3,10.0,6.0,8.0,8
39,No,Travel_Rarely,117,Research & Development,10,1,Medical,3,Male,99,3,4,Manager,1,Married,14.5,5355,1,Y,Yes,14,3,4,80,0,14.5,3,3,14.5,9.0,11.0,10
43,No,Travel_Frequently,185,Research & Development,10,4,Life Sciences,3,Female,33,3,1,Laboratory Technician,4,Single,14.5,10675,0,Y,No,19,3,1,80,0,9.0,5,3,8.0,7.0,1.0,7
49,No,Travel_Rarely,1091,Research & Development,1,2,Technical Degree,3,Female,90,2,4,Healthcare Representative,3,Single,14.5,17810,7,Y,Yes,12,3,4,80,0,14.5,2,3,7.0,1.0,0.0,7
52,Yes,Travel_Rarely,723,Research & Development,8,4,Medical,3,Male,85,2,2,Research Scientist,2,Married,14.5,17747,2,Y,No,15,3,1,80,0,11.0,3,2,8.0,2.0,7.0,7
27,No,Travel_Rarely,1220,Research & Development,5,3,Life Sciences,3,Female,85,3,1,Research Scientist,2,Single,14.5,20938,1,Y,Yes,12,3,2,80,0,4.0,2,2,4.0,3.0,1.0,2
32,No,Travel_Rarely,588,Sales,8,2,Technical Degree,3,Female,65,2,2,Sales Executive,2,Married,14.5,24624,1,Y,Yes,11,3,4,80,0,13.0,2,3,13.0,12.0,11.0,9
27,No,Travel_Rarely,1377,Sales,2,3,Life Sciences,4,Male,74,3,2,Sales Executive,3,Single,14.5,5242,1,Y,Yes,11,3,1,80,0,5.0,3,3,5.0,4.0,0.0,4
31,No,Travel_Rarely,691,Sales,7,3,Marketing,4,Male,73,3,2,Sales Executive,4,Divorced,14.5,7143,4,Y,No,12,3,4,80,3,13.0,3,3,7.0,7.0,1.0,7
32,No,Travel_Rarely,1018,Research & Development,2,4,Medical,1,Female,74,4,2,Research Scientist,4,Single,14.5,10557,7,Y,No,16,3,3,80,0,10.0,0,2,7.0,7.0,0.0,7
28,Yes,Travel_Rarely,1157,Research & Development,2,4,Medical,1,Male,84,1,1,Research Scientist,4,Married,14.5,24737,5,Y,Yes,13,3,4,80,0,5.0,4,2,3.0,2.0,2.0,2
30,No,Travel_Rarely,1275,Research & Development,28,2,Medical,4,Female,64,3,2,Research Scientist,4,Married,14.5,11934,1,Y,No,13,3,4,80,2,11.0,2,3,10.0,8.0,1.0,9
31,No,Travel_Frequently,798,Research & Development,7,2,Life Sciences,3,Female,48,2,3,Manufacturing Director,3,Married,14.5,14034,1,Y,No,24,4,1,80,1,10.0,2,3,10.0,9.0,8.0,9
39,No,Travel_Frequently,672,Research & Development,7,2,Medical,3,Male,54,2,5,Manager,4,Married,14.5,21141,1,Y,No,15,3,1,80,1,14.5,2,3,14.5,9.0,13.0,3
39,Yes,Travel_Rarely,1162,Sales,3,2,Medical,4,Female,41,3,2,Sales Executive,3,Married,14.5,17778,4,Y,Yes,18,3,1,80,0,12.0,3,2,1.0,0.0,0.0,0
33,No,Travel_Frequently,508,Sales,10,3,Marketing,2,Male,46,2,2,Sales Executive,4,Single,14.5,4317,3,Y,No,14,3,3,80,0,9.0,6,2,7.0,7.0,0.0,1
47,No,Travel_Rarely,1482,Research & Development,5,5,Life Sciences,4,Male,42,3,5,Research Director,3,Married,14.5,16375,4,Y,No,11,3,2,80,1,14.5,2,3,3.0,2.0,1.0,1
43,No,Travel_Frequently,559,Research & Development,10,4,Life Sciences,3,Female,82,2,2,Laboratory Technician,3,Divorced,14.5,6227,1,Y,No,11,3,2,80,1,9.0,3,4,9.0,7.0,0.0,0
27,No,Non-Travel,210,Sales,1,1,Marketing,3,Male,73,3,2,Sales Executive,2,Married,14.5,22107,0,Y,Yes,13,3,4,80,1,6.0,0,3,5.0,4.0,1.0,4
54,No,Travel_Frequently,928,Research & Development,20,4,Life Sciences,4,Female,31,3,2,Research Scientist,3,Single,14.5,16885,3,Y,No,12,3,4,80,0,14.5,4,2,4.0,3.0,0.0,3
43,No,Travel_Rarely,1001,Research & Development,7,3,Life Sciences,3,Female,43,3,3,Healthcare Representative,1,Married,14.5,9262,8,Y,No,16,3,1,80,1,10.0,1,2,1.0,0.0,0.0,0
45,No,Travel_Rarely,549,Research & Development,8,4,Other,4,Male,75,3,2,Research Scientist,4,Married,14.5,9278,9,Y,No,14,3,1,80,2,12.0,3,3,10.0,9.0,9.0,8
40,No,Travel_Rarely,1124,Sales,1,2,Medical,2,Male,57,1,2,Sales Executive,4,Married,14.5,13273,2,Y,Yes,22,4,3,80,3,6.0,2,2,4.0,3.0,0.0,2
29,Yes,Travel_Rarely,318,Research & Development,8,4,Other,2,Male,77,1,1,Laboratory Technician,1,Married,14.5,4759,1,Y,Yes,11,3,4,80,0,7.0,4,2,7.0,7.0,0.0,7
29,No,Travel_Rarely,738,Research & Development,9,5,Other,2,Male,30,2,1,Laboratory Technician,4,Single,14.5,7621,0,Y,No,17,3,3,80,0,4.0,2,3,3.0,2.0,2.0,2
30,No,Travel_Rarely,570,Sales,5,3,Marketing,4,Female,30,2,2,Sales Executive,3,Divorced,14.5,5431,1,Y,No,13,3,3,80,3,10.0,2,3,10.0,9.0,1.0,2
27,No,Travel_Rarely,1130,Sales,8,4,Marketing,2,Female,56,3,2,Sales Executive,2,Married,14.5,3415,1,Y,No,18,3,1,80,1,8.0,3,3,8.0,7.0,0.0,7
37,No,Travel_Rarely,1192,Research & Development,5,2,Medical,4,Male,61,3,2,Manufacturing Director,4,Divorced,14.5,23177,7,Y,No,16,3,3,80,2,8.0,2,2,6.0,2.0,0.0,4
38,No,Travel_Rarely,343,Research & Development,15,2,Life Sciences,3,Male,92,2,3,Research Director,4,Divorced,14.5,15682,0,Y,Yes,14,3,2,80,1,12.0,3,3,11.0,10.0,2.0,9
31,No,Travel_Rarely,1232,Research & Development,7,4,Medical,3,Female,39,3,3,Manufacturing Director,4,Single,14.5,25713,1,Y,Yes,14,3,3,80,0,11.0,2,2,11.0,9.0,4.0,10
29,No,Travel_Rarely,144,Sales,10,1,Marketing,4,Female,39,2,2,Sales Executive,2,Divorced,14.5,11866,1,Y,Yes,14,3,1,80,2,7.0,2,3,7.0,7.0,1.0,7
35,No,Travel_Rarely,1296,Research & Development,5,4,Technical Degree,3,Male,62,3,3,Manufacturing Director,2,Single,14.5,18264,0,Y,No,13,3,4,80,0,14.5,5,3,14.5,6.0,0.0,13
23,No,Travel_Rarely,1309,Research & Development,26,1,Life Sciences,3,Male,83,3,1,Research Scientist,4,Divorced,14.5,16092,1,Y,No,12,3,3,80,2,4.0,2,2,4.0,2.0,0.0,2
41,No,Travel_Rarely,483,Research & Development,6,3,Medical,4,Male,95,2,2,Manufacturing Director,2,Single,14.5,10110,6,Y,Yes,15,3,4,80,0,8.0,3,3,5.0,4.0,1.0,2
47,No,Travel_Frequently,1309,Sales,4,1,Medical,2,Male,99,3,2,Sales Representative,3,Single,14.5,25751,3,Y,No,19,3,1,80,0,5.0,3,3,0.0,0.0,0.0,0
42,No,Travel_Rarely,810,Research & Development,23,5,Life Sciences,1,Female,44,3,4,Research Director,4,Single,14.5,15901,2,Y,No,14,3,2,80,0,14.5,2,3,1.0,0.0,0.0,0
29,No,Non-Travel,746,Sales,2,3,Life Sciences,4,Male,61,3,2,Sales Executive,3,Married,14.5,16928,1,Y,No,14,3,1,80,1,4.0,3,2,4.0,3.0,0.0,2
42,No,Travel_Rarely,544,Human Resources,2,1,Technical Degree,3,Male,52,3,1,Human Resources,3,Divorced,14.5,24017,0,Y,Yes,11,3,3,80,1,4.0,5,3,3.0,2.0,1.0,0
32,No,Travel_Rarely,1062,Research & Development,2,3,Medical,3,Female,75,3,1,Laboratory Technician,2,Married,14.5,3956,1,Y,No,13,3,3,80,1,8.0,4,3,8.0,0.0,0.0,7
48,No,Travel_Rarely,530,Sales,29,1,Medical,1,Female,91,3,3,Manager,3,Married,14.5,23978,3,Y,No,21,4,2,80,1,14.5,3,1,0.0,0.0,0.0,0
37,No,Travel_Rarely,1319,Research & Development,6,3,Medical,3,Male,51,4,2,Research Scientist,1,Divorced,14.5,17001,4,Y,Yes,13,3,1,80,2,13.0,2,3,7.0,7.0,6.0,7
30,No,Non-Travel,641,Sales,25,2,Technical Degree,4,Female,85,3,2,Sales Executive,3,Married,14.5,6069,7,Y,Yes,12,3,2,80,1,4.0,2,4,2.0,2.0,2.0,2
26,No,Travel_Rarely,933,Sales,1,3,Life Sciences,3,Male,57,3,2,Sales Executive,3,Married,14.5,20156,1,Y,No,17,3,2,80,1,8.0,3,3,8.0,7.0,7.0,7
42,No,Travel_Rarely,1332,Research & Development,2,4,Other,1,Male,98,2,2,Healthcare Representative,4,Single,14.5,17078,3,Y,No,23,4,2,80,0,14.0,6,3,1.0,0.0,0.0,0
21,Yes,Travel_Frequently,756,Sales,1,1,Technical Degree,1,Female,99,2,1,Sales Representative,2,Single,14.5,9150,1,Y,Yes,11,3,3,80,0,3.0,3,3,3.0,2.0,1.0,2
36,No,Non-Travel,845,Sales,1,5,Medical,4,Female,45,3,2,Sales Executive,4,Single,14.5,15276,4,Y,No,15,3,2,80,0,7.0,6,3,1.0,0.0,0.0,0
36,No,Travel_Frequently,541,Sales,3,4,Medical,1,Male,48,2,3,Sales Executive,4,Married,14.5,7246,4,Y,No,11,3,1,80,1,14.5,2,3,13.0,9.0,1.0,12
57,No,Travel_Rarely,593,Research & Development,1,4,Medical,4,Male,88,3,2,Healthcare Representative,3,Married,14.5,2967,2,Y,No,11,3,3,80,0,14.5,2,3,3.0,2.0,1.0,2
40,No,Travel_Rarely,1171,Research & Development,10,4,Life Sciences,4,Female,46,4,1,Laboratory Technician,3,Married,14.5,22495,3,Y,Yes,13,3,3,80,1,10.0,3,3,7.0,7.0,1.0,7
21,No,Non-Travel,895,Sales,9,2,Medical,1,Male,39,3,1,Sales Representative,4,Single,14.5,2851,1,Y,No,24,4,3,80,0,3.0,3,2,3.0,2.0,2.0,2
33,Yes,Travel_Rarely,350,Sales,5,3,Marketing,4,Female,34,3,1,Sales Representative,3,Single,14.5,9150,1,Y,Yes,13,3,2,80,0,1.0,2,3,1.0,0.0,0.0,0
37,No,Travel_Rarely,921,Research & Development,10,3,Medical,3,Female,98,3,1,Laboratory Technician,1,Married,14.5,17663,6,Y,No,20,4,2,80,1,14.5,3,3,5.0,4.0,0.0,3
46,No,Non-Travel,1144,Research & Development,7,4,Medical,3,Female,30,3,2,Manufacturing Director,3,Married,14.5,16044,2,Y,No,14,3,3,80,0,7.0,2,4,1.0,0.0,0.0,0
41,Yes,Travel_Frequently,143,Sales,4,3,Marketing,1,Male,56,3,2,Sales Executive,2,Single,14.5,9558,1,Y,No,18,3,3,80,0,8.0,5,3,8.0,7.0,7.0,7
50,No,Travel_Rarely,1046,Research & Development,10,3,Technical Degree,4,Male,100,2,3,Healthcare Representative,4,Single,14.5,2755,6,Y,No,15,3,4,80,0,14.5,2,3,4.0,3.0,1.0,3
40,Yes,Travel_Rarely,575,Sales,22,2,Marketing,3,Male,68,2,2,Sales Executive,3,Married,14.5,6110,2,Y,Yes,12,3,1,80,2,8.0,6,3,6.0,4.0,1.0,0
31,No,Travel_Rarely,408,Research & Development,9,4,Life Sciences,3,Male,42,2,1,Research Scientist,2,Single,14.5,7551,0,Y,Yes,16,3,4,80,0,3.0,5,3,2.0,2.0,2.0,2
21,Yes,Travel_Rarely,156,Sales,12,3,Life Sciences,3,Female,90,4,1,Sales Representative,2,Single,14.5,25422,1,Y,No,15,3,4,80,0,1.0,0,3,1.0,0.0,0.0,0
29,No,Travel_Rarely,1283,Research & Development,23,3,Life Sciences,4,Male,54,3,1,Research Scientist,4,Single,14.5,18168,9,Y,No,16,3,4,80,0,6.0,4,3,3.0,2.0,1.0,2
35,No,Travel_Rarely,755,Research & Development,9,4,Life Sciences,3,Male,97,2,2,Healthcare Representative,2,Single,14.5,19394,9,Y,No,19,3,3,80,0,10.0,5,3,1.0,1.0,0.0,0
27,No,Travel_Rarely,1469,Research & Development,1,2,Medical,4,Male,82,3,1,Laboratory Technician,2,Divorced,14.5,17881,1,Y,No,11,3,2,80,1,5.0,2,3,5.0,2.0,0.0,4
28,No,Travel_Rarely,304,Sales,9,4,Life Sciences,2,Male,92,3,2,Sales Executive,4,Single,14.5,20750,1,Y,No,16,3,4,80,0,7.0,1,3,7.0,5.0,0.0,7
49,No,Travel_Rarely,1261,Research & Development,7,3,Other,2,Male,31,2,3,Healthcare Representative,3,Single,14.5,12066,8,Y,No,24,4,3,80,0,14.5,2,3,5.0,2.0,0.0,0
51,No,Travel_Rarely,1178,Sales,14,2,Life Sciences,3,Female,87,3,2,Sales Executive,4,Married,14.5,14862,4,Y,No,11,3,3,80,1,14.5,2,2,7.0,7.0,0.0,7
36,No,Travel_Rarely,329,Research & Development,2,3,Life Sciences,4,Female,96,3,1,Research Scientist,3,Married,14.5,11868,4,Y,No,13,3,2,80,1,6.0,3,3,2.0,2.0,2.0,2
34,Yes,Non-Travel,1362,Sales,19,3,Marketing,1,Male,67,4,2,Sales Executive,4,Single,14.5,4652,8,Y,Yes,13,3,2,80,0,9.0,3,2,5.0,2.0,0.0,4
55,No,Travel_Rarely,1311,Research & Development,2,3,Life Sciences,3,Female,97,3,4,Manager,4,Single,14.5,23258,2,Y,Yes,13,3,3,80,0,14.5,2,3,5.0,4.0,1.0,2
24,No,Travel_Rarely,1371,Sales,10,4,Marketing,4,Female,77,3,2,Sales Executive,3,Divorced,14.5,5915,1,Y,Yes,12,3,4,80,1,5.0,2,4,5.0,2.0,0.0,3
30,No,Travel_Rarely,202,Sales,2,1,Technical Degree,3,Male,72,3,1,Sales Representative,2,Married,14.5,17434,1,Y,No,18,3,1,80,1,1.0,3,3,1.0,0.0,0.0,0
26,Yes,Travel_Frequently,575,Research & Development,3,1,Technical Degree,3,Male,73,3,1,Research Scientist,1,Single,14.5,6582,0,Y,No,22,4,3,80,0,7.0,2,3,6.0,4.0,0.0,4
22,No,Travel_Rarely,253,Research & Development,11,3,Medical,1,Female,43,3,1,Research Scientist,2,Married,14.5,24440,1,Y,No,13,3,4,80,1,2.0,1,3,2.0,1.0,1.0,2
36,No,Travel_Rarely,164,Sales,2,2,Medical,2,Male,61,2,3,Sales Executive,3,Married,14.5,3809,1,Y,No,13,3,2,80,2,10.0,2,3,10.0,9.0,9.0,0
30,Yes,Travel_Frequently,464,Research & Development,4,3,Technical Degree,3,Male,40,3,1,Research Scientist,4,Single,14.5,3427,9,Y,Yes,23,4,3,80,0,3.0,4,3,1.0,0.0,0.0,0
37,No,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,4,Female,95,3,1,Laboratory Technician,1,Divorced,14.5,26914,1,Y,No,12,3,3,80,1,14.5,2,2,14.5,7.0,12.0,17
40,No,Travel_Rarely,759,Sales,2,2,Marketing,4,Female,46,3,2,Sales Executive,2,Divorced,14.5,22553,7,Y,No,12,3,3,80,2,8.0,5,3,5.0,4.0,1.0,3
42,No,Travel_Rarely,201,Research & Development,1,4,Life Sciences,2,Female,95,3,1,Laboratory Technician,1,Divorced,14.5,20490,3,Y,No,16,3,2,80,1,8.0,5,3,5.0,2.0,1.0,2
37,No,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,3,Male,49,3,2,Manufacturing Director,2,Single,14.5,21123,2,Y,Yes,12,3,4,80,0,14.5,2,2,1.0,0.0,0.0,1
43,No,Travel_Rarely,982,Research & Development,12,3,Life Sciences,1,Male,59,2,4,Research Director,2,Divorced,14.5,4345,1,Y,No,11,3,3,80,1,14.5,3,3,14.5,10.0,3.0,9
40,No,Travel_Rarely,555,Research & Development,2,3,Medical,2,Female,78,2,2,Laboratory Technician,3,Married,14.5,13436,6,Y,No,22,4,2,80,1,14.5,3,3,1.0,0.0,0.0,0
54,No,Travel_Rarely,821,Research & Development,5,2,Medical,1,Male,86,3,5,Research Director,1,Married,14.5,8509,4,Y,No,11,3,3,80,1,14.5,4,2,4.0,2.0,1.0,2
34,No,Non-Travel,1381,Sales,4,4,Marketing,3,Female,72,3,2,Sales Executive,3,Married,14.5,12740,9,Y,No,15,3,1,80,1,6.0,3,3,3.0,2.0,1.0,2
31,No,Travel_Rarely,480,Research & Development,7,2,Medical,2,Female,31,3,2,Manufacturing Director,1,Married,14.5,4156,1,Y,No,12,3,2,80,1,13.0,5,1,13.0,10.0,3.0,12
43,No,Travel_Frequently,313,Research & Development,21,3,Medical,4,Male,61,3,1,Laboratory Technician,4,Married,14.5,15238,7,Y,No,20,4,1,80,1,8.0,1,3,3.0,2.0,1.0,2
43,No,Travel_Rarely,1473,Research & Development,8,4,Other,3,Female,74,3,2,Healthcare Representative,3,Divorced,14.5,2227,4,Y,Yes,14,3,4,80,0,8.0,3,3,5.0,2.0,0.0,2
25,No,Travel_Rarely,891,Sales,4,2,Life Sciences,2,Female,99,2,2,Sales Executive,4,Single,14.5,12090,1,Y,Yes,11,3,2,80,0,5.0,3,3,5.0,4.0,1.0,3
37,No,Non-Travel,1063,Research & Development,25,5,Medical,2,Female,72,3,2,Research Scientist,3,Married,14.5,23866,3,Y,Yes,15,3,1,80,2,14.5,2,3,13.0,11.0,10.0,7
31,No,Travel_Rarely,329,Research & Development,1,2,Life Sciences,4,Male,98,2,1,Laboratory Technician,1,Married,14.5,16193,1,Y,No,12,3,3,80,1,4.0,3,3,4.0,2.0,3.0,2
39,No,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,2,Male,52,3,5,Manager,3,Divorced,14.5,8213,1,Y,Yes,14,3,3,80,1,14.5,3,3,14.5,8.0,1.0,6
56,No,Travel_Frequently,906,Sales,6,3,Life Sciences,3,Female,86,4,4,Sales Executive,1,Married,14.5,18256,9,Y,No,11,3,4,80,3,14.5,0,2,7.0,7.0,7.0,7
30,No,Travel_Rarely,1082,Sales,12,3,Technical Degree,2,Female,83,3,2,Sales Executive,3,Single,14.5,19558,0,Y,No,11,3,2,80,0,6.0,6,3,5.0,4.0,4.0,4
41,No,Travel_Rarely,645,Sales,1,3,Marketing,2,Male,49,4,3,Sales Executive,1,Married,14.5,19566,1,Y,No,16,3,3,80,1,10.0,2,3,10.0,7.0,0.0,7
28,No,Travel_Rarely,1300,Research & Development,17,2,Medical,3,Male,79,3,2,Laboratory Technician,1,Divorced,14.5,13535,1,Y,No,12,3,4,80,1,10.0,2,3,10.0,0.0,1.0,8
25,Yes,Travel_Rarely,688,Research & Development,3,3,Medical,1,Male,91,3,1,Laboratory Technician,1,Married,14.5,9396,5,Y,No,13,3,3,80,1,6.0,5,3,2.0,2.0,0.0,2
52,No,Travel_Rarely,319,Research & Development,3,3,Medical,4,Male,39,2,3,Manufacturing Director,3,Married,14.5,19609,2,Y,Yes,14,3,3,80,0,14.5,4,3,5.0,4.0,0.0,4
45,No,Travel_Rarely,192,Research & Development,10,2,Life Sciences,1,Male,69,3,1,Research Scientist,4,Married,14.5,9655,3,Y,No,21,4,4,80,2,8.0,3,2,2.0,2.0,0.0,2
52,No,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,4,Female,30,3,4,Manager,4,Married,14.5,10310,2,Y,No,13,3,4,80,0,14.5,2,1,5.0,2.0,1.0,4
42,No,Travel_Frequently,532,Research & Development,29,2,Life Sciences,1,Female,92,3,2,Research Scientist,3,Divorced,14.5,12932,2,Y,No,11,3,2,80,1,14.5,3,3,5.0,4.0,0.0,2
30,No,Travel_Rarely,317,Research & Development,2,3,Life Sciences,3,Female,43,1,2,Manufacturing Director,4,Single,14.5,24793,2,Y,No,20,4,3,80,0,11.0,2,3,5.0,4.0,0.0,2
60,No,Travel_Rarely,422,Research & Development,7,3,Life Sciences,1,Female,41,3,5,Manager,1,Married,14.5,3854,5,Y,No,11,3,4,80,0,14.5,5,1,14.5,8.0,11.0,10
46,No,Travel_Rarely,1485,Research & Development,18,3,Medical,3,Female,87,3,2,Manufacturing Director,3,Divorced,14.5,26314,2,Y,No,14,3,3,80,1,14.5,5,2,10.0,7.0,0.0,8
42,No,Travel_Frequently,1368,Research & Development,28,4,Technical Degree,4,Female,88,2,2,Healthcare Representative,4,Married,14.5,4386,0,Y,No,11,3,4,80,3,7.0,4,4,6.0,5.0,0.0,4
24,Yes,Travel_Rarely,1448,Sales,1,1,Technical Degree,1,Female,62,3,1,Sales Representative,2,Single,14.5,21972,1,Y,Yes,16,3,2,80,0,6.0,4,3,5.0,3.0,1.0,4
34,Yes,Travel_Frequently,296,Sales,6,2,Marketing,4,Female,33,1,1,Sales Representative,3,Divorced,14.5,12253,0,Y,No,16,3,4,80,1,3.0,3,2,2.0,2.0,1.0,0
38,No,Travel_Frequently,1490,Research & Development,2,2,Life Sciences,4,Male,42,3,1,Laboratory Technician,4,Married,14.5,12106,1,Y,Yes,23,4,3,80,1,1.0,3,3,1.0,0.0,0.0,0
40,No,Travel_Rarely,1398,Sales,2,4,Life Sciences,3,Female,79,3,5,Manager,3,Married,14.5,13022,0,Y,No,14,3,4,80,0,14.5,2,3,14.5,14.5,1.0,12
26,No,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,1,Female,90,3,1,Research Scientist,4,Divorced,14.5,3032,1,Y,No,22,4,2,80,2,3.0,3,1,3.0,2.0,0.0,2
30,No,Non-Travel,1400,Research & Development,3,3,Life Sciences,3,Male,53,3,1,Laboratory Technician,4,Married,14.5,16734,4,Y,No,15,3,3,80,1,9.0,3,1,5.0,3.0,1.0,4
29,No,Travel_Rarely,986,Research & Development,3,4,Medical,2,Male,93,2,3,Research Director,3,Married,14.5,21526,1,Y,No,18,3,3,80,0,10.0,2,3,10.0,2.0,0.0,7
29,Yes,Travel_Rarely,408,Research & Development,25,5,Technical Degree,3,Female,71,2,1,Research Scientist,2,Married,14.5,18300,5,Y,No,16,3,2,80,0,6.0,2,4,2.0,2.0,1.0,1
19,Yes,Travel_Rarely,489,Human Resources,2,2,Technical Degree,1,Male,52,2,1,Human Resources,4,Single,14.5,18437,1,Y,No,12,3,3,80,0,1.0,3,4,1.0,0.0,0.0,0
30,No,Non-Travel,1398,Sales,22,4,Other,3,Female,69,3,3,Sales Executive,1,Married,14.5,2890,0,Y,No,11,3,3,80,0,10.0,3,3,9.0,8.0,7.0,8
57,No,Travel_Rarely,210,Sales,29,3,Marketing,1,Male,56,2,4,Manager,4,Divorced,14.5,22102,3,Y,No,12,3,3,80,1,14.5,3,2,1.0,0.0,0.0,0
50,No,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,2,Male,88,2,4,Manager,3,Married,14.5,9314,0,Y,No,15,3,2,80,1,14.5,2,3,14.5,10.0,14.5,7
30,No,Non-Travel,1116,Research & Development,2,3,Medical,3,Female,49,3,1,Laboratory Technician,4,Single,14.5,7181,0,Y,No,14,3,3,80,0,12.0,2,2,11.0,7.0,6.0,7
60,No,Travel_Frequently,1499,Sales,28,3,Marketing,3,Female,80,2,3,Sales Executive,1,Married,14.5,2845,4,Y,No,19,3,4,80,0,14.5,5,4,14.5,13.0,13.0,11
47,No,Travel_Rarely,983,Research & Development,2,2,Medical,1,Female,65,3,2,Manufacturing Director,4,Divorced,14.5,7389,5,Y,No,13,3,3,80,3,14.5,2,3,5.0,0.0,0.0,4
46,No,Travel_Rarely,1009,Research & Development,2,3,Life Sciences,1,Male,51,3,4,Research Director,3,Married,14.5,2288,6,Y,No,13,3,3,80,0,14.5,2,1,3.0,2.0,0.0,1
35,No,Travel_Rarely,144,Research & Development,22,3,Life Sciences,4,Male,46,1,1,Laboratory Technician,3,Single,14.5,19225,0,Y,No,15,3,3,80,0,6.0,2,3,5.0,4.0,4.0,3
54,No,Travel_Rarely,548,Research & Development,8,4,Life Sciences,3,Female,42,3,2,Laboratory Technician,3,Single,14.5,23428,7,Y,No,11,3,3,80,0,14.5,3,3,1.0,0.0,0.0,0
34,No,Travel_Rarely,1303,Research & Development,2,4,Life Sciences,4,Male,62,2,1,Research Scientist,3,Divorced,14.5,8416,3,Y,No,12,3,3,80,1,14.0,3,3,7.0,3.0,5.0,7
46,No,Travel_Rarely,1125,Sales,10,3,Marketing,3,Female,94,2,3,Sales Executive,4,Married,14.5,11563,2,Y,Yes,19,3,3,80,1,14.5,3,3,3.0,2.0,1.0,2
31,No,Travel_Rarely,1274,Research & Development,9,1,Life Sciences,3,Male,33,3,3,Manufacturing Director,2,Divorced,14.5,14394,1,Y,No,25,4,4,80,1,13.0,6,4,13.0,8.0,0.0,8
33,Yes,Travel_Rarely,1277,Research & Development,15,1,Medical,2,Male,56,3,3,Manager,3,Married,14.5,24619,7,Y,Yes,12,3,4,80,0,14.5,2,4,7.0,6.0,7.0,7
